Doc Fiscal;Quilometragem;Litros;Combustivel;Manutenção;Custos Motorista
777324;1544;359;2110,13;;166,66
777325;1402;311,5;2655,3;;132,4
777326;1924;565,8;2989,6;;124,09
777327;1182;281,4;2238,41;;174,47
777328;1338;418,1;3345;;164,6
777329;1684;431,7;4436,97;467,14;116,87
777330;948;278,8;1377,9;;185,29
777331;1944;462,8;3115,38;467,14;175,29
777332;1756;390,2;2385,86;;178,48
777333;1014;266,8;2969,57;;110,64
777334;1346;420,6;1869,44;;132,34
777335;1368;488,5;1900;;158,17
777336;1004;436,5;1651,31;;118,85
777337;948;379,2;1689,67;;181,97
777338;1012;374,8;1621,79;;169,66
777339;808;252,5;1088,1;;110,14
777340;1918;581,2;3058,7;;90,9
777341;1184;281,9;1559,79;;177,05
777342;1766;767,8;2452,77;;133,86
777343;1612;358,2;3514,16;;151,55
777344;1818;422,7;3550,78;;141,04
777345;1004;295,2;1609,35;;150,17
777346;1538;334,3;2026,14;1252,33;171,39
777347;1182;262,6;3211,95;;110,87
777348;1184;303,5;2740,74;;119,46
777349;948;379,2;1559,21;1252,33;189,03
777350;1338;352,1;2200,65;;195,41
777351;1434;512,1;2286,85;;126,86
777352;938;284,2;1363,37;;184,02
777353;1246;289,7;2290,44;;142,86
777354;1368;360;1869,6;;170,95
777355;1254;321,5;2449,21;;192,14
777356;948;225,7;1336,01;;136,75
777357;1736;385,7;2411,11;;168,26
777358;1184;348,2;2740,74;;159,3
777359;938;293,1;1373,5;;148,54
777360;948;210,6;1316,66;;135,03
777361;1110;396,4;2569,44;;120,82
777362;1410;564;3147,32;;140,35
777363;1192;361,2;2328,12;;188,07
777364;1368;360;2960,74;;148,16
777365;970;421,7;1529,61;;107,41
777366;1004;239;2728,26;;161,22
777367;1380;353,8;1635;;145,74
777368;2036;636,2;4569,68;;155,55
777369;1338;393,5;2916,84;;119,59
777370;1962;436;2725;;118,34
777371;1528;611,2;4152,17;;139,91
777372;1380;306,6;1858,4;;173,03
777373;948;206;1559,21;;112,69
777374;1538;549,2;2912,87;;116,56
777375;1538;569,6;3560,18;;143,21
777376;948;220,4;2194,44;;150,35
777377;1316;398,7;1912,79;;101,7
777378;1364;324,7;1853,26;;108,85
777379;1192;350,5;2124,56;1276,02;145,42
777380;1314;292;2566,4;;129,78
777381;1894;591,8;2752,9;;119,14
777382;1538;341,7;2136,11;1276,02;125,77
777383;960;246,1;2092,8;;135,5
777384;1604;641,6;4010;;136,53
777385;1346;480,7;1956,39;;142,07
777386;1674;440,5;2254,32;;171,8
777387;1086;236;1590,21;;191,01
777388;1410;613;2328,63;;158,89
777389;1538;569,6;3433,03;;195,79
777390;1368;547,2;1973,82;;164,26
777391;1538;480,6;2955,84;;131,46
777392;1514;336,4;2102,77;;111,32
777393;1430;420,5;3310,18;;173,66
777394;1182;256,9;1718,02;;106,59
777395;1098;281,5;2079,33;;197,15
777396;1894;676,4;4099,15;;195,83
777397;1246;276,8;2433,59;;131,1
777398;1346;585,2;2474,26;;154,96
777399;1984;601,2;3813;;180,91
777400;1346;299,1;1970,92;1651,64;149,51
777401;1370;326,1;3609,65;1651,64;128,34
777402;1818;568,1;4406,83;;171,53
777403;1282;298,1;2108,55;;135,55
777404;1528;449,4;2893,65;;178,93
777405;1054;229,1;2352,67;;191,93
777406;948;210,6;1851,56;;141,42
777407;1404;360;2040,69;;145,51
777408;1346;480,7;2146,51;;171,49
777409;1866;746,4;2712,2;;144,25
777410;1872;813,9;2720,93;;183,04
777411;1876;694,8;3664,06;;157,85
777412;948;278,8;2776,28;;142,13
777413;1392;331,4;1933,33;;189,4
777414;1410;327,9;3263,88;;143,66
777415;1276;386,6;2345,58;;126,66
777416;1866;491;2550,2;;177,6
777417;1400;358,9;2292,97;;157,44
777418;1170;468;3179,34;;102,08
777419;1514;336,4;2783,08;;124,37
777420;1944;432;3681,45;;132,71
777421;1246;445;3649;;102,7
777422;1612;350,4;4380,43;;167,03
777423;948;412,1;2370;;141,94
777424;948;412,1;1248,88;;124,23
777425;1404;412,9;3250;;123,33
777426;1576;404,1;2345,23;;125,25
777427;1410;313,3;2670,18;;138,62
777428;1538;341,7;3783,48;;138,13
777429;1538;404,7;2912,87;;124,16
777430;1568;560;2177,77;;121,05
777431;1004;257,4;2253,42;;149,98
777432;1410;414,7;1958,33;817,84;161,29
777433;1692;445,2;4162,32;817,84;98,17
777434;1684;510,3;3236,43;;142,2
777435;1246;389,3;2359,84;;163,09
777436;1562;363,2;2169,44;;179,57
777437;1346;299,1;3115,74;;120,75
777438;1184;281,9;2275,5;;135,2
777439;1054;390,3;1662,07;;162,35
777440;1264;274,7;2429,25;;150,75
777441;1184;514,7;2960;;203,22
777442;1730;384,4;2514,53;;187,8
777443;1684;601,4;3138,36;;158,29
777444;1392;302,6;1933,33;;159,05
777445;1246;327,8;1702,86;;144,8
777446;1730;540,6;4701,08;;190,81
777447;948;278,8;1377,9;578,29;143,5
777448;1314;571,3;1825;;167,52
777449;1902;422,6;4402,77;;115,11
777450;1730;384,4;4004,62;;168,21
777451;948;379,2;1377,9;;172,26
777452;1428;528,8;3187,5;;156,78
777453;1004;304,2;1960,93;;100,6
777454;948;296,2;2370;;172,71
777455;948;206;1316,66;;203,7
777456;948;210,6;2159,33;;142,81
777457;1238;364,1;1719,44;;139,72
777458;948;225,7;2194,44;;168,31
777459;934;406;1824,21;;124,75
777460;1538;341,7;4179,34;;116,22
777461;1866;691,1;4665;;185,29
777462;1528;355,3;4547,61;;112,49
777463;1818;550,9;3934,67;;130,48
777464;1986;522,6;3266,44;;116,54
777465;1368;350,7;3420;;168,36
777466;1246;498,4;1730,55;;136,97
777467;1924;583;3757,81;;161,01
777468;1282;400,6;2861,6;;191,4
777469;1404;305,2;2214;;151,89
777470;1368;360;3947,65;;154,33
777471;1902;442,3;3390,03;;143,59
777472;1604;356,4;2331,39;;186,86
777473;1562;371,9;3050,78;;177,52
777474;948;243;1851,56;;182,64
777475;948;412,1;1494,92;;178,81
777476;1380;405,8;2613,63;;161,09
777477;1540;550;3437,5;;141,03
777478;1314;345,7;1769,52;;172,93
777479;948;243;1295,6;;191,58
777480;1410;313,3;1885,1;;128,59
777481;1538;668,6;2912,87;;157,51
777482;1368;402,3;3717,39;;103,83
777483;1514;540,7;2165,37;;152,82
777484;1382;431,8;1888,73;;176,22
777485;1392;556,8;2481,03;;96,5
777486;1974;438,6;4406,25;;187,48
777487;1182;437,7;2238,41;;133,05
777488;948;243;2194,44;;204,34
777489;1086;258,5;1731,88;;95,41
777490;1246;366,4;2781,25;;106,76
777491;1570;348,8;2180,55;;172,18
777492;1456;338,6;3956,52;;149,03
777493;1410;503,5;3164,66;;117,81
777494;1380;431,2;1973,72;;114,32
777495;1736;526;2523,25;;153,15
777496;1428;528,8;2075,58;;97,65
777497;1126;450,4;2132,57;;112,46
777498;962;300,6;1848,84;;165,15
777499;1116;286,1;1492,04;;152,47
777500;1842;400,4;2502,71;;189,29
777501;1346;299,1;2178,39;;183,39
777502;1392;409,4;1902,4;;153,08
777503;750;197,3;1002,71;;120,63
777504;1924;427,5;2989,6;;144,13
777505;1286;559,1;3047,26;;120,12
777506;1514;560,7;3300,52;;114,77
777507;948;379,2;2116,07;;177,38
777508;1514;540,7;2867,42;;172,58
777509;1286;299;2511,71;;146,78
777510;948;412,1;1795,45;;192,17
777511;1246;319,4;1730,55;;182,59
777512;1346;320,4;2157,05;;165,01
777513;948;278,8;2370;;167,57
777514;948;210,6;1355,86;;107,18
777515;1938;775,2;3785,15;;153,51
777516;1184;263,1;2242,42;724,18;180,24
777517;1368;414,5;1988,37;;174,71
777518;1934;604,3;3777,34;;112,06
777519;990;260,5;1323,58;;174,27
777520;1828;397,3;4570;;155,27
777521;1410;503,5;2401,4;;160,36
777522;1706;448,9;3179,36;;100,51
777523;1576;350,2;2897,05;;117,67
777524;1828;435,2;3570,31;;187,79
777525;1674;523,1;2274,45;;180,82
777526;940;276,4;1344,41;;160,81
777527;1538;341,7;3845;;144,89
777528;1410;427,2;2223,46;;124,69
777529;1902;487,6;3492,76;;148,44
777530;1184;275,3;1947,36;;159,8
777531;1004;401,6;1364,13;;134,99
777532;1488;646,9;2162,79;;131,53
777533;938;335;1395,83;;128,79
777534;1346;420,6;1839,53;;108,51
777535;1170;254,3;1924,34;;115,09
777536;1850;544,1;5417,85;;122,29
777537;1246;276,8;1702,86;;172,26
777538;1014;266,8;1463,05;;92,47
777539;1488;381,5;1960,27;;106,18
777540;948;296,2;1316,66;;119,81
777541;1272;302,8;2038,46;;140,71
777542;1174;255,2;1930,92;;194,66
777543;1346;538,4;3657,6;;149,39
777544;1840;800;3026,31;;188,95
777545;948;338,5;1377,9;;201,73
777546;1004;313,7;1394,44;;178,79
777547;1410;414,7;2709,84;;154,37
777548;1170;254,3;2708,33;;138,49
777549;1684;510,3;2505,95;;107,22
777550;948;220,4;1377,9;;169,49
777551;1276;472,5;1772,22;;176,02
777552;1370;304,4;2478,08;;93,54
777553;1346;538,4;2913,12;;136,75
777554;1184;311,5;1761,9;;155,57
777555;1576;492,5;2592,1;;184,81
777556;1126;268;2132,36;;98,03
777557;1338;581,7;2079,04;;114,25
777558;948;351,1;2576,08;;166,38
777559;960;223,2;2186,66;;120,94
777560;1756;627,1;4390;;186,29
777561;1184;311,5;1644,44;;159,06
777562;1736;385,7;2867,03;;196,86
777563;1978;732,5;3169,87;;183,03
777564;1528;664,3;3820;;178,08
777565;1528;477,5;2076,08;;103,34
777566;690;246,4;995,57;;171,79
777567;1184;473,6;2562,51;;109,12
777568;1538;334,3;2235,46;;150,06
777569;1368;360;3316,03;;144,91
777570;1184;263,1;1916,21;;141,65
777571;1282;388,4;2354,21;746,49;154,77
777572;1092;287,3;2007,35;;151,47
777573;1872;550,5;4051,54;;147,89
777574;1004;313,7;1272,51;;164,89
777575;908;283,7;2101,85;;166,38
777576;948;249,4;2051,74;;144,4
777577;1410;503,5;1915,76;;124,73
777578;1346;354,2;1942,08;;188,5
777579;1684;623,7;3898,14;;190,15
777580;1842;428,3;4263,88;;157,04
777581;1228;272,8;1987,42;;133,43
777582;1192;277,2;2257,57;;141,16
777583;940;208,8;2175,92;;104,66
777584;1514;458,7;3398,08;1276,02;163,52
777585;1514;360,4;1994,53;;103,38
777586;1486;437;2211,3;;132,07
777587;948;351,1;1851,56;;135,79
777588;1674;727,8;4476,13;;106,59
777589;1692;393,4;2517,85;;137,13
777590;1508;350,6;2094,44;;167,96
777591;1528;402,1;2448,71;;195,52
777592;948;296,2;1519,23;;187,8
777593;1604;356,4;3580,35;;187,85
777594;1970;469;4668,04;;133,49
777595;948;210,6;1288,04;;193,85
777596;1612;503,7;4380,43;;147,6
777597;1346;395,8;3115,74;;164,78
777598;1346;585,2;3021,02;;124,87
777599;1404;369,4;2580,88;;118,33
777600;1316;337,4;3290;1651,64;110,6
777601;1538;569,6;3433,03;;139,93
777602;1538;569,6;2912,87;;109,3
777603;1392;556,8;1933,33;;154,74
777604;1676;364,3;3879,62;;177,61
777605;1918;685;3746,09;;131,99
777606;960;290,9;1395,34;;152,89
777607;1410;371;3831,52;;149,17
777608;948;296,2;2194,44;;163,07
777609;1184;348,2;1897,43;;106,51
777610;1576;414,7;2592,1;;163,12
777611;1246;270,8;1641,46;;180,88
777612;1350;586,9;3075;;122,75
777613;1684;374,2;2338,88;;131,23
777614;1538;341,7;3433,03;;105,17
777615;1246;461,4;2433,59;;136,5
777616;948;220,4;1534,26;;151,86
777617;1054;376,4;1463,88;;179,48
777618;1184;370;1947,36;;134,22
777619;1368;318,1;3070,4;;160,86
777620;1192;305,6;2759,25;;177,62
777621;1312;397,5;1793,06;;178,46
777622;1184;281,9;1744;;184,77
777623;1570;348,8;2475,76;;178,05
777624;1398;517,7;2730,46;;90,6
777625;1086;339,3;2385,32;;117,39
777626;1410;371;3715,04;;109,58
777627;948;278,8;2576,08;;137,87
777628;1182;422,1;2271,65;;115,23
777629;1004;313,7;1901,51;;140,99
777630;1346;498,5;2091,47;;192,8
777631;1184;275,3;1888,16;;145,79
777632;948;379,2;1248,88;;173,63
777633;1774;385,6;2917,76;;100,29
777634;1514;336,4;2738,55;;157,11
777635;1346;585,2;2434,67;;144,97
777636;1004;223,1;1644,38;;108,98
777637;1404;520;3326,86;;121,05
777638;1246;276,8;2884,25;;125,44
777639;938;293,1;1832,03;;108,18
777640;1898;499,4;2758,72;;137,17
777641;1392;366,3;3107,14;;178,24
777642;948;379,2;1388,14;;139,99
777643;948;278,8;1851,56;;144,83
777644;1674;523,1;2639,76;;142,92
777645;1368;594,7;1988,37;;195,63
777646;1966;457,2;2878,78;;177,64
777647;1692;393,4;3204,54;;109,37
777648;1514;560,7;1964,59;;143,21
777649;1918;426,2;4281,25;;186,29
777650;1246;377,5;1854,16;;149,68
777651;1346;292,6;2913,12;;154,36
777652;1184;311,5;1947,36;;138,51
777653;1866;444,2;4665;;124,63
777654;1136;264,1;3086,95;;156,35
777655;1302;342,6;2542,96;578,29;94,67
777656;1774;709,6;2871,07;578,29;110,22
777657;1392;515,5;2775,3;;125,61
777658;1766;535,1;2627,97;;177,81
777659;1346;345,1;1799,54;;197,5
777660;1582;367,9;3531,25;;128,29
777661;1894;591,8;3699,21;;198,45
777662;924;288,7;1999,8;;145,88
777663;1338;495,5;2586,8;;114,99
777664;948;338,5;2194,44;;115,59
777665;1392;409,4;3107,14;;204,5
777666;1528;332,1;2122,22;;188,28
777667;1528;339,5;2893,65;;107,04
777668;948;412,1;2116,07;;102,03
777669;1368;360;1842,24;;133,91
777670;1528;545,7;3307,02;;137,91
777671;948;243;2332,08;;104,32
777672;1184;348,2;2562,51;;208,59
777673;924;205,3;1749,82;;126,14
777674;1866;811,3;2712,2;;178,6
777675;1528;477,5;3480,44;;182,25
777676;1368;506,6;3053,57;;184,7
777677;1368;318,1;1988,37;;190,51
777678;1410;522,2;2319,07;;150,36
777679;1246;270,8;2359,84;;188,71
777680;1346;354,2;1869,44;;168,63
777681;1238;275,1;2379,28;;115,27
777682;938;375,2;2060,25;;109,4
777683;948;225,7;1851,56;;104,99
777684;1392;497,1;2718,75;;111,41
777685;948;220,4;1851,56;;179,4
777686;948;206;1316,66;;124,52
777687;1346;585,2;2628,9;;160,85
777688;1674;440,5;2339,3;;156,22
777689;948;278,8;1511,81;1276,02;132,2
777690;1410;313,3;3831,52;;107,67
777691;1730;455,2;3276,51;;153,72
777692;1346;498,5;1869,44;;104,31
777693;934;291,8;1590,71;;134,18
777694;1286;401,8;1855,51;;158,75
777695;1086;252,5;2903,86;;146,26
777696;940;208,8;1780,12;;182,82
777697;940;376;2175,92;;159,21
777698;1538;404,7;2827,2;;110,54
777699;948;351,1;2051,74;;155,5
777700;1272;282,6;3456,52;;111,04
777701;948;296,2;2821,42;;115,5
777702;1192;259,1;1655,55;;170,02
777703;1184;311,5;1594,45;;172,51
777704;948;220,4;1851,56;;121,41
777705;1662;488,8;3730,26;;128,55
777706;1538;466;4179,34;1651,64;160,79
777707;1338;581,7;3861,08;;190,91
777708;1302;302,7;2859,75;;171,51
777709;948;220,4;1742,64;;166,04
777710;1576;492,5;2273,94;;178
777711;1040;305,8;1909,81;;109,76
777712;1346;498,5;2146,51;;189,94
777713;948;249,4;1795,45;;145,83
777714;1368;360;2192,3;;174,89
777715;948;206;1742,64;;118,95
777716;1894;573,9;4384,25;;187,47
777717;1410;313,3;2281,97;;168,42
777718;940;376;2350;;156,51
777719;1106;480,8;3005,43;;159,51
777720;1236;386,2;1796,51;;149,64
777721;1514;360,4;1833,62;;201,43
777722;1368;488,5;1900;;146,64
777723;1346;498,5;3115,74;;150,69
777724;934;291,8;2538,04;;172,22
777725;948;379,2;2194,44;;110,91
777726;1538;480,6;4266,27;;109
777727;1926;447,9;3540,44;;163,22
777728;1004;223,1;2728,26;;195,1
777729;1528;363,8;3410,71;;193,95
777730;1538;452,3;4577,38;;133,75
777731;1538;569,6;2912,58;;110,22
777732;948;206;2576,08;;160,72
777733;1828;794,7;3462,12;;160,53
777734;1338;352,1;3635,86;;161,46
777735;1170;307,8;2772,39;;162,15
777736;948;287,2;1336,01;;154,76
777737;1346;345,1;1970,92;;193,72
777738;1246;276,8;2016,55;;128,14
777739;1184;370;1720,93;;190,08
777740;1924;712,5;5069,32;;148,93
777741;1086;285,7;2951,08;;166,17
777742;1766;410,6;3246,32;;136,87
777743;1584;465,8;3093,75;;162,12
777744;948;249,4;1295,6;;129,09
777745;1458;316,9;2169,64;;194,64
777746;2104;467,5;3269,29;;116,41
777747;1806;785,2;2970,39;;178,08
777748;948;287,2;1316,66;;135,97
777749;1046;418,4;1452,77;;168,64
777750;970;230,9;1894,53;;139,87
777751;1568;348,4;2512,82;;99,25
777752;1426;365,6;2740,59;;173,31
777753;1534;547,8;2096,46;;129,76
777754;1404;326,5;2698,31;;115,41
777755;1894;498,4;3699,21;578,29;161,84
777756;1302;465;2817,9;;164,25
777757;1410;335,7;3770,21;578,29;125,97
777758;1338;297,3;2986,6;578,29;166,87
777759;1184;263,1;1608,69;;102,74
777760;1392;435;2289,47;;172,73
777761;1346;420,6;2002,97;;178,87
777762;948;220,4;1295,6;;164,56
777763;948;351,1;2194,44;;185,76
777764;960;355,5;2108,57;;180,88
777765;960;282,3;1513,84;;163,61
777766;948;379,2;1410,71;;159,35
777767;940;204,3;1521,31;;161,79
777768;1184;514,7;2870,01;;116,38
777769;1184;358,7;2242,42;;203,34
777770;960;252,6;1428,57;;147,13
777771;1856;545,8;2974,35;;175,36
777772;1486;391;2444,07;746,49;106,12
777773;948;338,5;2194,44;746,49;128,83
777774;1338;418,1;1991,07;746,49;204,51
777775;1562;347,1;2503,2;;139,44
777776;1866;433,9;4523,18;;124,91
777777;1184;263,1;2176,47;;113,62
777778;1674;620;4548,91;;167,32
777779;1454;632,1;2753,78;;130,8
777780;1674;440,5;3170,13;;167,79
777781;1966;504,1;3233,55;;140,9
777782;1684;443,1;2338,88;;166,54
777783;1582;351,5;2494,69;;146,85
777784;1894;450,9;4384,25;;108,49
777785;1514;560,7;3276,72;;108,93
777786;1854;431,1;4138,39;;113,75
777787;1184;370;2642,85;;117,59
777788;1368;297,3;2214;1276,02;115,42
777789;1370;318,6;2038,69;;176,79
777790;1902;559,4;3714,84;;164,38
777791;1538;480,6;2827,2;;184,41
777792;1508;538,5;2191,86;;125,58
777793;948;210,6;2051,74;;146,91
777794;1272;553;2058,63;;126,71
777795;1314;398,1;1851,82;;115,54
777796;1084;433,6;1932,07;;95,64
777797;1986;735,5;2886,62;;168,59
777798;1184;370;1744;;193,41
777799;1184;311,5;2657,42;;199,76
777800;1410;335,7;1707,66;;109,19
777801;1236;287,4;1679,34;;116,46
777802;1840;541,1;2631,62;;145,76
777803;1346;420,6;2213,81;;164,34
777804;1236;457,7;2032,89;;125,8
777805;948;220,4;1766,72;;104,91
777806;1528;463;2204,68;;170,93
777807;938;208,4;2105,28;1651,64;180,03
777808;1834;797,3;2665,69;;112,89
777809;1404;369,4;1877,08;1651,64;167,95
777810;1774;657;4820,65;;181,25
777811;1454;316;3951,08;;159,8
777812;1700;680;2452,85;;147,84
777813;1368;304;1988,37;;206,34
777814;1264;332,6;2393,7;;147,67
777815;1582;351,5;2149,45;;160,66
777816;924;288,7;1343,02;;184,52
777817;1086;236;2121,09;;183,31
777818;1346;395,8;1839,53;;178,11
777819;948;338,5;1795,27;;187,44
777820;1528;391,7;2502,61;;133,23
777821;1728;401,8;4000;;141,84
777822;1866;691,1;4409,28;;109,04
777823;1246;276,8;1509,04;;193,14
777824;1370;360,5;1902,77;;164,99
777825;948;379,2;1473,04;;117,75
777826;1346;585,2;2474,26;724,18;187,42
777827;1184;438,5;2141,64;;132,75
777828;1670;521,8;3261,71;;112,67
777829;940;247,3;1835,93;;171,93
777830;1836;680;3007,07;;135,98
777831;1192;277,2;2759,25;;161,34
777832;1346;354,2;1812,61;;107,79
777833;1538;341,7;2827,2;;164,84
777834;1730;376;2402,77;;199,5
777835;1236;374,5;2414,06;;169,91
777836;1228;292,3;1705,55;;171,86
777837;1538;668,6;2136,11;;149,84
777838;1708;379,5;2482,55;;141,08
777839;764;224,7;1910;;202,24
777840;1004;233,4;2286,88;;182,33
777841;1582;494,3;2197,22;;192,58
777842;1170;468;2215,68;;91,17
777843;1410;522,2;3525;;103,84
777844;1594;354,2;2213,88;;153,53
777845;1410;306,5;4129,28;;158,14
777846;960;355,5;2608,69;;180,16
777847;2104;467,5;4696,42;;128,86
777848;1368;360;1900;;177,76
777849;948;296,2;1316,66;;140,33
777850;1320;400;1918,6;;193,48
777851;1164;506;2612,53;;169,19
777852;1426;570,4;2345,39;;112,65
777853;1054;277,3;2635;;129,58
777854;1356;484,2;3043,46;;170,47
777855;1410;522,2;2753,9;;140,92
777856;1276;296,7;2761,62;;160,06
777857;1004;371,8;1601,11;578,29;167,12
777858;1346;420,6;1869,44;;127,11
777859;1662;395,7;4444,04;578,29;138,54
777860;948;249,4;2194,44;;179,91
777861;948;206;1410,71;;186,17
777862;1318;573;1830,55;;148,09
777863;1486;345,5;2902,34;;187,96
777864;1894;420,8;3035,25;;102,5
777865;1346;299,1;2213,81;;202
777866;1338;535,2;1858,33;;202,75
777867;1540;481,2;2532,89;;196,77
777868;948;249,4;2576,08;;139,52
777869;2036;598,8;2959,3;;172,49
777870;1184;422,8;2562,51;;106,55
777871;1184;358,7;2740,74;;111,58
777872;1368;506,6;3604,38;746,49;124,18
777873;940;293,7;1305,55;746,49;160,52
777874;948;296,2;2332,08;;179,21
777875;938;218,1;2093,75;;168,84
777876;1276;283,5;3361,98;;148,68
777877;1538;466;3433,03;;143,59
777878;1938;461,4;4194,38;;114,22
777879;1894;701,4;4384,25;;157,09
777880;1538;334,3;2288,69;;140,14
777881;1346;354,2;2213,81;;165,89
777882;948;210,6;1714,76;;147
777883;1902;442,3;3078,23;;183,53
777884;938;275,8;2548,91;;143,08
777885;1004;264,2;1364,13;;115,49
777886;1538;668,6;3433,03;;109,27
777887;1902;704,4;3544,63;;114,24
777888;960;208,6;1875;;117,34
777889;1314;486,6;1591,4;;169
777890;960;300;1283,47;;128,83
777891;1242;276;1636,2;;172,48
777892;934;245,7;1768,93;;164,02
777893;1192;361,2;1879,69;;194,3
777894;1106;257,2;1536,11;1276,02;156
777895;948;412,1;1851,56;;166,5
777896;938;275,8;1542,76;;146,65
777897;1918;504,7;3154,6;;160,98
777898;1368;488,5;3053,57;;118,33
777899;1538;341,7;3003,9;;186,02
777900;1488;465;2312,12;;99,2
777901;1556;361,8;3039,06;;159,81
777902;1426;375,2;2345,39;;122,47
777903;1014;241,4;1863,97;;112,93
777904;1338;418,1;1885,64;;183,53
777905;1346;313;1839,53;;152,37
777906;1836;408;2550;;143,76
777907;1410;522,2;2591,91;;169,42
777908;948;249,4;1559,21;;141,42
777909;960;282,3;1373,02;;138,24
777910;948;338,5;2194,44;;143,89
777911;2022;449,3;5834,91;;127,59
777912;1346;407,8;2213,81;;147,2
777913;948;243;2051,74;;119,58
777914;1368;594,7;2035,71;;161,36
777915;1570;581,4;4266,3;;133,94
777916;1426;570,4;2345,39;;168,31
777917;1236;268,6;1796,51;;176,13
777918;1184;263,1;2642,85;;146,91
777919;1828;435,2;2538,88;;204,98
777920;1346;420,6;2956,39;;132,67
777921;1760;651,8;2558,13;;107,85
777922;690;150;1116,71;;191,1
777923;1338;393,5;2533,83;;125,62
777924;1356;356,8;1883,33;;196,47
777925;948;296,2;1851,56;;126,64
777926;1674;389,3;2709,23;;169,76
777927;1110;258,1;1517;;171,52
777928;1228;372,1;2257,35;724,18;197,61
777929;1576;630,4;2076,2;;169,44
777930;960;252,6;1352,93;;135,46
777931;1538;334,3;2219,11;;184,54
777932;948;210,6;1851,56;;166,84
777933;938;218,1;1373,5;;147,31
777934;1254;368,8;1652;;166,9
777935;1538;466;2425,3;;125,08
777936;960;342,8;1538,46;;159,03
777937;1410;564;1927;;123,4
777938;948;249,4;1359,63;;125,05
777939;1404;610,4;3250;;124,58
777940;1806;475,2;3218,92;;165,56
777941;1316;411,2;3854;;171,73
777942;1508;558,5;4097,82;817,84;186,66
777943;1818;649,2;2642,44;;197,3
777944;1184;438,5;1733,71;;112,11
777945;1814;421,8;2519,44;;106,32
777946;948;287,2;2051,74;;111,58
777947;948;220,4;1795,27;;164,04
777948;948;278,8;1511,81;;185,11
777949;1894;420,8;5064,39;;181,65
777950;1918;416,9;4281,25;;167,12
777951;1508;359;4032,26;;170,7
777952;1270;396,8;2834,82;;99,78
777953;1184;311,5;2696,88;;155,52
777954;1774;466,8;2578,48;;180,42
777955;1514;473,1;3379,46;;109,22
777956;948;379,2;1689,67;;173,35
777957;1184;438,5;1733,71;578,29;153,78
777958;344;107,5;860;578,29;126,72
777959;1636;380,4;4721,02;;115,15
777960;1368;360;1900;;174,71
777961;1368;506,6;1828,95;;125,98
777962;1254;391,8;2062,5;;178,12
777963;1106;263,3;1883,65;;111,95
777964;948;278,8;1559,21;;176,52
777965;1568;348,4;3920;;124,27
777966;1184;514,7;3467,42;;175,55
777967;1538;404,7;2288,69;;168,4
777968;1486;345,5;2063,88;;183,31
777969;1674;363,9;2238,06;;123,43
777970;1086;278,4;1786,18;;117,01
777971;1128;417,7;1855,26;;182,3
777972;1346;538,4;3004,46;;130,97
777973;1562;473,3;2569,07;;150,64
777974;1410;361,5;3263,88;;182,05
777975;1576;414,7;2188,88;746,49;122,87
777976;948;351,1;1230,14;;181,41
777977;948;249,4;1316,66;;155,32
777978;948;412,1;1795,45;;121,34
777979;1086;329;1430,68;;140,98
777980;1228;285,5;1756,32;;94,72
777981;1778;395,1;2429,93;;179,96
777982;1692;497,6;3293,35;;187,56
777983;1246;389,3;2049,34;;153,94
777984;1368;297,3;1973,82;;133,22
777985;1228;383,7;2188,72;;140,08
777986;1842;736,8;3597,65;;162,17
777987;990;366,6;1375;;152,46
777988;1806;420;4113,66;;182,75
777989;1346;420,6;3004,46;;150,32
777990;1570;413,1;2145,66;;125,36
777991;1316;411,2;3046,29;;192,51
777992;1000;232,5;1430,23;;156,27
777993;1880;552,9;3671,87;;185,5
777994;1192;518,2;3490,85;;134,75
777995;1528;339,5;2984,37;;114,6
777996;948;351,1;1591,64;;170,36
777997;1616;425,2;2657,89;;197,37
777998;1528;339,5;2448,71;;151,25
777999;808;192,3;1505,81;;167,54
778000;1246;377,5;2016,55;;133,94
778001;948;206;1519,23;;113,07
778002;1370;507,4;2675,78;;188,08
778003;1410;503,5;4129,28;;153,49
778004;1236;494,4;1980,76;;199,72
778005;1346;420,6;2002,97;;176,15
778006;948;210,6;1316,66;;160,47
778007;1236;441,4;2235,7;;115,1
778008;948;351,1;1267,43;;128,98
778009;948;249,4;1248,88;;160,22
778010;1346;395,8;2549,24;;118,34
778011;1392;366,3;3034,56;;185,68
778012;1488;646,9;2906,25;728,32;177,85
778013;1184;473,6;1733,71;;180,08
778014;1552;360,9;3592,59;;107,26
778015;1184;358,7;2562,51;;162,15
778016;1674;523,1;2254,32;;164,47
778017;1488;346;2021,73;;185,05
778018;960;300;1875;;98,7
778019;1562;347,1;2169,44;;128,68
778020;1346;313;3262,7;;138,58
778021;1004;264,2;1651,31;;115,06
778022;1774;657;3981,64;;144,81
778023;948;210,6;1559,21;;177,2
778024;910;216,6;1777,34;;178,19
778025;960;223,2;1818;;109,97
778026;998;293,5;1599,35;;113,76
778027;1346;420,6;2002,97;749,07;148,55
778028;1392;515,5;3667,61;;127,36
778029;1324;472,8;1924,41;;117,09
778030;1674;429,2;2325;;134,96
778031;1014;266,8;1920,45;;107,4
778032;1854;561,8;4560,84;;155,21
778033;1684;673,6;3001,48;;141,19
778034;1170;508,6;1875;;188,25
778035;948;225,7;1288,04;;151,37
